,1,Article,Keyword,Sentence
125,,test_pdfs/NCJRS.bib.pdf,correlat,"approximately 1 ,400) survey of 7th through 1Oth grade students across 10 FCS (fall 2016) which serves a primarily African American and poor population-that will identify the prevalence, sources, and correlates of student victimization, including the location and seriousness of violent events, explore the connections between school and community violence, and measure the degree to which students are exposed to school and community violence; and 2) a three-wave panel qualitative study of 100 students interviewed every 6 months beginning in the spring of their 8th grade year (spring 2017)and continuing through their 9th grade year."
126,,test_pdfs/NCJRS.bib.pdf,correlat,Leveraging the GREAT data by utilizing some components of the original survey with newly collected data from the same middle schools will allow us to explore both long-term (ten-year) and short-term (three-year) patterns of a wide range of correlates of school violence.
127,,test_pdfs/NCJRS.bib.pdf,correlat,"These analyses will assess the correlates of school violence, examine whether the effects of the correlates of school violence differ between middle school and high school, and descriptively map changes over the past decade regarding school violence including its prevalence and correlates, school climate, and disciplinary practices."
128,,test_pdfs/NCJRS.bib.pdf,correlat,"D. Bullying 2013-IJ-CX-0031: Grantee: Amount: Status: Meta-Analyses of Contextual Correlates of Peer Victimization Arizona Board of Regents, University of Arizona $384,928 Ongoing The purpose of this basic research project is to quantitatively synthesize the existing empirical evidence on contextual correlates of peer victimization to achieve four goals."
129,,test_pdfs/NCJRS.bib.pdf,correlat,These aims are achieved through a coordinated series of univariate (single correlate) and multivariate (multiple correlates) meta-analyses of the existing concurrent and longitudinal studies of peer victimization.
130,,test_pdfs/NCJRS.bib.pdf,correlat,"The concurrent meta-analyses contain a large number of studies to allow (a) precise estimation of the bivariate and multivariate associations between victimization and contextual variables, (b) identification of features of study samples and methodology that systematically results in stronger or weaker associations, and (c) evaluation of multivariate models of the unique correlates."
131,,test_pdfs/NCJRS.bib.pdf,correlat,The proposed research provides definitive summaries of the existing literature on contextual correlates of peer victimization.
132,,test_pdfs/NCJRS.bib.pdf,correlat,"To further ensure that groups are similar across school-level correlates, propensity score matching will be conducted."
133,,test_pdfs/NCJRS.bib.pdf,correlat,"Grantee: Amount: Status: COMPENDIUM OF RESEARCH ON CHILDREN EXPOSED TO VIOLENCE: 2010-2015 51 This research will address this significant gap in best practice through a multidisciplinary effort that: (1) continues the development of experimental data from an experimental animal model, to help correlate input forces and cranial fracture patterns; (2) develops a pattern recognition method for ""fracture-printing"" to be used in the identification of injury causation, initially based on this ""ground truth"" data from an animal model; and (3) collects data on human pediatric deaths involving blunt force cranial fracture and known impact scenarios from current forensic case files at medical examiner offices across the country to establish a database (The Pediatric Cranial Fracture Registry)."
134,,test_pdfs/NCJRS.bib.pdf,correlat,Clustered robust standard errors will be used to correct for correlations between children from the same parent.
135,,test_pdfs/NCJRS.bib.pdf,correlat,"Finally, these data document the significant positive correlation between ARA victimization and perpetration."
136,,test_pdfs/NCJRS.bib.pdf,correlat,"Construct validity will be examined with correlations with trauma symptoms, community disorder, and other indicators of distress and dysfunction."
137,,test_pdfs/NCJRS.bib.pdf,male,Youth victimized by mixed harassment were more likely to be female and live in a household with higher socioeconomic status; they were less likely to live with both biological parents.
138,,test_pdfs/NCJRS.bib.pdf,male,Subjects will be males and females (ages 12 18 years) requiring treatment at the emergency department of The Childrens Hospital of Philadelphia or the Hospital of the University of Pennsylvania for an assault-related injury.
139,,test_pdfs/NCJRS.bib.pdf,male,"Motivated by the positive outcomes that restorative practices have demonstrated in a growing number of settings, we intend to implement a restorative practices intervention in Pittsburgh to address problematic school climates, high rates of violence and disproportionately high suspension rates among African American male students."
140,,test_pdfs/NCJRS.bib.pdf,male,Participants are adolescents 10-16 years old (83% African American; 47% male) at three public middle schools serving low-income urban communities.
141,,test_pdfs/NCJRS.bib.pdf,male,"This research project utilizes a cohort design in which 908 physically and sexually abused and neglected children (ages 0-11 between 1967 and 1971, males and females, 2/3 White, 1/3 African American) were matched with 667 non-abused and non-neglected children and followed prospectively."
142,,test_pdfs/NCJRS.bib.pdf,male,"Approximately half the sample is female (51%) and 66% White, non-Hispanic."
143,,test_pdfs/NCJRS.bib.pdf,male,"The proposed sample is gender balanced (49% female) and has a good racial/ethnic distribution: 44% Hispanic, 46% Caucasian, and 27% African American (non-exclusive)."
144,,test_pdfs/NCJRS.bib.pdf,male,"2014-NE-BX-0006: Grantee: Amount: Status: Serial Sexual Assaults: A Longitudinal Examination of Offending Patterns Using DNA Evidence Michigan State University $699,533 Ongoing Statement of the Problem: Serial sexual assault is a pervasive problem: court record recidivism studies show that 10-15% of convicted sex offenders re-assault within five years, and selfreport surveys suggest that 60%+ of males who have committed sexual assaults have raped more than one individual."
145,,test_pdfs/NCJRS.bib.pdf,male,Forty-eight percent of the sample was male.
146,,test_pdfs/NCJRS.bib.pdf,male,Participants will be victims in a DV case with a male partner arraigned months prior to study entry.
147,,test_pdfs/NCJRS.bib.pdf,male,"MLMC clients are 99% female, 80% are youth of color."
148,,test_pdfs/NCJRS.bib.pdf,male,"MLMC clients are 99% female, 80% are youth of color."
149,,test_pdfs/NCJRS.bib.pdf,male,"Risk for re-abuse was associated with respondents being male, having a prior criminal record, and being a year or more older than their victims."
150,,test_pdfs/NCJRS.bib.pdf,male,"This research adds quantitative and qualitative assessments of IPV with a focus on: 1) developmental progressions, 2) relationship dynamics, and 3) situational factors associated with IPV across a subset of male and female respondents."
151,,test_pdfs/NCJRS.bib.pdf,male,Females were twice as likely as males to report being a victim of sexual cyber dating abuse in the previous year.
152,,test_pdfs/NCJRS.bib.pdf,male,Females reported greater levels of nonsexual cyber dating abuse perpetration than males.
153,,test_pdfs/NCJRS.bib.pdf,male,"On the other hand, males were significantly more likely to report perpetrating sexual cyber dating abuse."
154,,test_pdfs/NCJRS.bib.pdf,male,"Less than 1 out of 10 victims of dating abuse reported seeking help, with half as many male victims as female victims seeking help."
155,,test_pdfs/NCJRS.bib.pdf,male,"Seventeen percent of youth reported being victims of cyber bullying, with females experiencing significantly higher victimization rates than males."
156,,test_pdfs/NCJRS.bib.pdf,male,"The sample was 49 percent female, 58 percent Black, and 26 percent White."
157,,test_pdfs/NCJRS.bib.pdf,male,"COMPENDIUM OF RESEARCH ON CHILDREN EXPOSED TO VIOLENCE: 2010-2015 86 2011-MU-MU-0023: Integrating Prevention and Intervention: A School Health Center Program to Promote Healthy Adolescent Relationships Grantee: Public Health Institute Amount: $807,490 Status: Completed The three-levels of integrated intervention that comprise the School Health Center Healthy Adolescent Relationships Program (SHARP) are: 1) Individual-level - a brief clinical intervention for SHC male and female clients delivered by SHC providers utilizing HEART (evaluated via client pre and post surveys and chart review); 2) Clinic-level -- development of an ARA-informed SHC staff and clinic environment utilizing HEART (evaluated via a clinic-level quality improvement tool and provider pre and post-training surveys); and 3) School-level -- SHC-based youth-led outreach activities within the school to promote healthy relationships and improve student safety (evaluated by baseline and follow-up assessments with youth leaders and measures of school climate)."
158,,test_pdfs/NCJRS.bib.pdf,male,"This project will use data from seven cohorts of middle school students ages 10-16 (projected N = 1,470; 91% African Americans, 47% males) who participate in four assessments per year for up to 3-1/2 years."
159,,test_pdfs/NCJRS.bib.pdf,male,"This project will identify neighborhood, family, peer, and intimate relationship factors that may have applicability for understanding male and female IPV and/or those that may be uniquely gendered."
160,,test_pdfs/NCJRS.bib.pdf,male,Adolescent females engaged in a dating relationship with TDV will be enrolled in this longitudinal cohort study and followed for 6 months.
